# Barcode	Count
1	52
11	118
12	120
15	55
16	441
17	34
19	64
2	89
20	142
25	124
26	105
27	92
28	287
3	27
30	68
31	101
32	317
33	87
36	37
4	21333
43	104
44	105
45	139
46	353
49	88
5	473
50	218
51	331
53	45
54	112
55	105
56	53
57	50
58	232
59	51
6	56
61	50
64	54
65	74
67	73
68	36
69	3
7	267
74	583
75	45
76	2
78	318
80	110
81	221
82	34
84	242
85	282
86	94
87	12
88	40
9	271
90	292
93	180
94	72
95	160
unmatched	677
total	30400
