# Barcode	Count
1	1116
11	825
12	123
15	1701
16	108
17	776
19	48
2	504
20	381
25	70
26	165
27	182
28	1030
3	3410
30	135
31	174
32	587
33	236
36	273
4	1335
43	2230
44	733
45	340
46	284
49	171
5	199
50	150
51	650
53	43
54	44
55	640
56	1158
57	211
58	377
59	827
6	1734
61	2072
64	241
65	34
67	48
68	666
69	0
7	160
74	336
75	358
76	1
78	101
80	37
81	95
82	60
84	99
85	81
86	87
87	16
88	28
9	351
90	94
93	71
94	171
95	33
unmatched	76267
total	104477
