P0,replicate,half_life,half_life_se,right_censored
100,1,26.028510573945002,1.3685900226087606,False
100,2,28.0,,True
100,3,28.0,,True
90,1,28.0,,True
90,2,14.02786040981169,1.146760083316492,False
90,3,10.812079484538298,1.5046605322444095,False
50,1,15.687178037188819,1.181559740684416,False
50,2,14.4460393865461,1.288711261522627,False
50,3,11.549404481615378,1.0959109334704151,False
