P0,replicate,half_life,half_life_se,right_censored
100,1,28.0,,True
100,2,28.0,,True
100,3,28.0,,True
90,1,28.0,,True
90,2,28.0,,True
90,3,28.0,,True
50,1,28.0,,True
50,2,19.556540813588335,0.6402072347670379,False
50,3,28.0,,True
