P0,replicate,half_life,half_life_se,right_censored
100,1,28.0,,True
100,2,28.0,,True
100,3,28.0,,True
90,1,12.409229917447473,1.8649427032524917,False
90,2,15.362344825073988,2.044151010715491,False
90,3,18.940544247181915,2.377435985364196,False
50,1,8.62177322317378,1.4227020469421128,False
50,2,9.4644617710253,0.8839129008945565,False
50,3,12.725847926322656,3.5659594950588605,False
