P0,replicate,half_life,half_life_se,right_censored
100,1,12.547515998659438,0.7114110320224072,False
100,2,12.340079032614263,0.6121580875217963,False
100,3,10.935595166030817,0.5280494740696721,False
90,1,4.4176989155386135,0.2373259551042124,False
90,2,4.6609615178349735,0.2797983242943309,False
90,3,4.0898337054636835,0.10214260237363368,False
50,1,3.6670397438891245,0.14329543244347673,False
50,2,3.5862488546838813,0.11137267510031267,False
50,3,3.624464482308744,0.07462163302807727,False
