fold_dilution,mean_rep1,se_rep1,right_censored_rep1,mean_rep2,se_rep2,right_censored_rep2,mean_rep3,se_rep3,right_censored_rep3
0.0,3.643290450486929,0.1827860397870291,False,2.545390237454443,0.1648289951280441,False,2.3684876629599634,0.21743350660350155,False
0.015625,6.922352921874259,0.16794242279497815,False,7.011263423452961,0.03717291621603437,False,6.667673512112559,0.13602993153572063,False
0.03125,7.352531676572649,0.04636439457249562,False,7.5665294500800435,0.05285736991668254,False,7.5384912799617005,0.05204772322111653,False
0.0625,7.752715551815063,0.05149727405891558,False,13.49193840514073,0.1822366740352357,False,12.31624644013212,0.07684863217730828,False
0.125,9.062140923735404,0.10300339136148844,False,17.0,,True,12.676805811634754,0.0661526269826559,False
0.25,17.0,,True,17.0,,True,17.0,,True
0.5,17.0,,True,17.0,,True,17.0,,True
1.0,17.0,,True,17.0,,True,17.0,,True
