time,mean_0,std_0,mean_1/64,std_1/64,mean_1/32,std_1/32,mean_1/16,std_1/16,mean_1/8,std_1/8,mean_1/4,std_1/4,mean_1/2,std_1/2,mean_1,std_1
0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0
1,33.771748802939236,1.7873307733236692,33.771748802939236,1.7873307733236692,33.771748802939236,1.7873307733236692,33.771748802939236,1.7873307733236692,33.771748802939236,1.7873307733236692,33.771748802939236,1.7873307733236692,33.771748802939236,1.7873307733236692,33.771748802939236,1.7873307733236692
2,24.57400712713843,1.263600757308802,24.57400712713843,1.263600757308802,24.57400712713843,1.263600757308802,24.57400712713843,1.263600757308802,24.57400712713843,1.263600757308802,24.57400712713843,1.263600757308802,24.57400712713843,1.263600757308802,24.57400712713843,1.263600757308802
3,15.931078606891907,0.9491535567923015,22.87246270915324,1.3414264148150523,33.199572730052374,1.7178442835596865,85.7214297674053,2.060969766556268,85.42418457572224,2.8934530866688575,93.16024339017054,2.9742549403826777,90.44119620770175,1.0234650990105303,87.31628945542717,1.1254273541732782
4,9.081605735319846,1.2375051790723195,23.404705164252984,1.9726074702955916,32.58359517612663,1.7723801454037167,89.26472058151394,0.9052750198647991,88.64691174681718,2.3842230397040187,87.09113316301885,0.8602172983788643,88.22771503534408,0.5235720907340506,85.63887543300423,1.9631224958561895
5,5.2776117120647985,0.783744799390607,14.09394086381669,1.7694595076764181,20.95259961800762,2.020611696869223,81.29861006465681,0.6428254617690355,82.1426151897807,1.8930658663849849,82.07625868933263,0.703070514085358,82.90536218968623,0.7440941071164897,83.03506530745052,1.7941536824582893
6,3.195518909092549,0.4867750664040382,8.368786037060726,1.9795984822343133,11.534052657152012,1.4385836319005665,75.47304004382657,2.4989981111696533,76.35885632830754,3.9166429261732616,76.07402320629795,0.8814249521248244,76.37530834826869,1.141316879883891,77.40686485711838,1.9196821464177207
7,1.8270895886049854,0.5143328918432898,4.9170515025693184,1.4094675429439616,7.259344714851683,0.8804090703999821,61.67376959400044,3.2298325858179053,64.54019077606493,2.532905784525346,64.1370247351382,2.4588584419768393,62.84858914533269,1.8363234622996776,70.8613329718989,2.985605828684498
8,1.5762258136867047,0.35471800096365075,3.4074018337241676,0.6780703092988256,4.706904442324757,0.45228549237820825,51.14240564638181,0.46922173498544845,52.30058487628861,1.3707085869905993,52.53132722248054,2.5161936952076074,55.22472540284445,0.23119357208487656,62.015709770678576,1.6310634595646756
9,1.2760175978252415,0.31210196495923764,2.3587734718582505,0.3128337869927096,3.067640445977885,0.31480613894086795,38.57073143070803,2.0285588251722166,37.72572351845593,2.1952242269338655,37.45589509902106,3.2915427218172764,40.36374954987681,2.51208093616217,46.35845996097771,3.518870048184587
10,0.7308218978638567,0.35519854795977396,1.5020657857045936,0.3523960278071852,2.1744793295345133,0.22581978059194546,25.364049387103464,1.8407562224730976,25.53358144892915,1.3042826796163083,24.782802331744705,2.0799412047690593,27.76008419290876,0.03223400677541495,34.036535815731106,2.3994730104804693
11,0.10000000000000002,1.6996749443881478e-17,0.10000000000000002,1.6996749443881478e-17,0.10000000000000002,1.6996749443881478e-17,13.709325143967726,1.9887615640466267,13.032579446737993,1.7383030433650188,11.882033620593475,1.3099895541306996,13.434714377534547,1.0220175717812525,19.156295219250378,2.5347884599567876
12,0.10000000000000002,1.6996749443881478e-17,0.10000000000000002,1.6996749443881478e-17,0.10278014190833111,0.004815347037480977,11.968306014521518,0.5524157686798937,11.704334866925592,0.8524742428517992,11.956481217838705,0.9426923190763195,12.53806581723079,1.0937829090440734,16.001040375873355,2.2575117838804557
13,0.10000000000000002,1.6996749443881478e-17,0.10000000000000002,1.6996749443881478e-17,0.10000000000000002,1.6996749443881478e-17,7.417880524662593,0.8196913635141511,7.805146216059946,0.9623772483879892,7.236603136391565,0.30593016086619723,7.824477960884942,0.5009708315919721,10.148629004551145,1.5965507836349575
14,0.11339311439258966,0.023197554599547286,0.2710276498667436,0.16504115292381608,0.10000000000000002,1.6996749443881478e-17,4.661353428955476,1.0240795811559855,4.415140701198652,1.330019828710988,4.855832578828508,0.4417539572839263,5.569033645350199,0.24631364536433653,6.294320308487262,0.6148535535572268
15,0.609199275782438,0.3209138269703958,0.7054117340207284,0.07684223684834818,0.6425585530732884,0.19454971304009663,3.575166542847621,0.7991421816961185,3.123264399718464,0.4830762717707122,3.601638514217319,0.08224107449279107,3.8235550003568974,0.5700390356273713,3.7665862929308602,0.15795624441274714
16,0.4339017325835763,0.15609931481968126,0.39575450255756334,0.22884466480916768,0.5264049498139431,0.0747266785581583,2.0276822541574844,0.2968307354719547,2.068030419971254,0.26672763098859403,2.274845376161304,0.20631073127317848,2.0384068353135465,0.18668301765902118,1.9492472928723015,0.4149538744138811
17,0.331886564666731,0.13485295005176617,0.421886940821443,0.09079772807779034,0.4598028037819885,0.0882652508431488,1.3435690163413898,0.40897872205500474,1.3978654170801799,0.28215441063813396,1.4867325402657998,0.2135618506092105,1.4520283792934554,0.3611674116806424,1.1947556325629602,0.1742442576015791
18,0.9996690214252895,0.3046388966183519,0.9208695985321501,0.22428489972073834,1.405287016689752,0.5944026601049931,1.3625589796869766,0.025742241230728446,1.5344533259226134,0.17795839155032617,1.8364689919174868,0.26585999447912034,1.7543648216554202,0.18309465429979654,1.5752579587554756,0.3930620957097281
19,0.8644731263863323,0.36610665834165307,0.938624923331235,0.13120831384352075,1.330891728363512,0.5154211468030212,1.3994949262456906,0.0429674314407324,1.6991770112033642,0.34232249229515965,1.6692654126258093,0.3203702325197637,1.6599493107584535,0.31056431412504887,1.4433109541768612,0.08133882459420157
20,1.2098282757103453,0.2988733681673471,1.1138485929345772,0.1932289846855943,1.751112295746056,0.6707270923681342,1.6663974523648968,0.17062309230088984,1.934390312911458,0.12432553335152267,1.912683576688168,0.3239429047609354,1.8803105347356353,0.2655724412983212,1.6030656615106513,0.2293530482941496
