fold_dilution,mean_rep1,se_rep1,right_censored_rep1,mean_rep2,se_rep2,right_censored_rep2,mean_rep3,se_rep3,right_censored_rep3
0.0,0.8947635708945927,0.11470700949074882,False,0.8111679297512624,0.10748067003530386,False,0.9570820078886566,0.13128805762541249,False
0.015625,2.129931828620535,0.06046702832499226,False,1.9112572859066779,0.08352203478506495,False,1.832752091504311,0.09732735807710455,False
0.03125,2.364113299580513,0.03474798222399768,False,2.4035142615803986,0.040910503086901584,False,2.4260197832577033,0.042070919060429285,False
0.0625,10.483039651649328,0.04297784603106792,False,11.893142673321957,0.0961171022975785,False,12.058530452784051,0.14395305509231257,False
0.125,17.0,,True,17.0,,True,17.0,,True
0.25,17.0,,True,17.0,,True,17.0,,True
0.5,17.0,,True,17.0,,True,17.0,,True
1.0,17.0,,True,17.0,,True,17.0,,True
