fold_dilution,mean_rep1,se_rep1,right_censored_rep1,mean_rep2,se_rep2,right_censored_rep2,mean_rep3,se_rep3,right_censored_rep3
0.0,1.393443665186279,0.09710355417560915,False,1.1989045734934853,0.11486619486422432,False,1.1127709118115217,0.10906930447806337,False
0.015625,2.688391912044958,0.08958180874644986,False,2.24960947823468,0.06068138766227881,False,2.310567947371589,0.07196941808369198,False
0.03125,2.492388051426123,0.040295603274407156,False,2.353060611629493,0.04002517099926568,False,2.3184731515674484,0.04129514342784498,False
0.0625,5.790661811997069,0.03913039737685217,False,5.537757131306892,0.026350449558772995,False,5.58102708786071,0.031856408352981314,False
0.125,5.779342416485358,0.03149641850209811,False,5.565736828656933,0.02170540263688875,False,5.5132561454537115,0.031782968451417044,False
0.25,5.491971635099802,0.02471675512806709,False,5.232685800706511,0.017338096583443555,False,5.3941107629325185,0.037171565122906584,False
0.5,5.866685388581381,0.039592084564950156,False,5.551773542795351,0.023026935928195328,False,5.559656627058834,0.024775230832009547,False
1.0,6.400730398963876,0.027289329276601857,False,6.175834090104015,0.028486762880718428,False,5.982504568712924,0.028415339478116024,False
