time,mean_0,std_0,mean_1/64,std_1/64,mean_1/32,std_1/32,mean_1/16,std_1/16,mean_1/8,std_1/8,mean_1/4,std_1/4,mean_1/2,std_1/2,mean_1,std_1
10,0.6643609985335989,0.021167578031127468,0.754661727957,0.03835621539167007,0.9931678664876316,0.09749172685915601,76.35953010279722,3.172033432377007,81.77951810139012,0.976730755566466,85.48205996806115,4.221425751075677,85.27383677303298,3.183778448833491,83.72238486165662,2.6980603338166294
11,0.10000000000000002,1.6996749443881478e-17,0.10000000000000002,1.6996749443881478e-17,0.17248876167573365,0.1096272653948005,68.1600894758545,2.39442758681644,75.98081503859301,3.119100159170487,75.5507072947867,2.527985858635554,80.02961603578268,3.451680110339576,78.08725741193668,2.2436728933853582
12,0.5283142994007575,0.042561624035707235,0.5808431776441587,0.07852959444834844,0.6806251461166474,0.11386173384468885,63.74627590846554,1.4464658956605898,73.96762782355567,0.3353041521387288,76.54351887121788,1.9255973578540462,77.83355406298831,3.0766004804999967,77.65729033536918,1.2215335409599548
13,0.526212322577256,0.02758961556707675,0.592841158527857,0.04192580026578829,0.6976111070072516,0.17971564046551045,59.84485968499599,0.9167415689100967,77.79718525403264,2.4884401670055833,80.85661533560585,1.9889269955733666,77.80222416772966,2.382932372980137,78.52302905087073,4.33545711748679
14,0.6193586437786799,0.06540973170274031,0.6227337162873411,0.04518018359964016,0.7374761191683659,0.14813928415991615,54.49421010431302,4.032708181761199,79.03817508248646,4.452315200152086,84.7585462575256,3.218915591795609,84.95644063781852,7.544232329854257,85.0728502384257,4.4444696688868035
15,0.7002068834558023,0.1161564428389336,0.7324347585848767,0.0817541749421853,0.8413030030977238,0.2039434687943008,48.95322479652766,7.469226239637536,81.43051655214292,3.778274486101986,82.44982481192505,4.36108343731675,83.61007877129539,5.730547455558893,81.498465873288,4.373841812619266
16,0.6721718661452343,0.0678926453251552,0.6770395249013887,0.07842118592241173,0.7677913849317038,0.1928721248198886,44.964884827452714,12.671885941806993,79.37638798514696,3.5658120906930555,83.91395074608788,4.366657447302867,84.23677677360836,2.0084213310732912,80.50099758680192,4.094360329900625
17,0.6294769652288857,0.07875765869317884,0.6435921260534244,0.07665075034401159,0.69932330592663,0.15306661956089418,43.1376678271159,17.992238672624772,86.03608828591308,2.187951690799937,88.19901713714295,5.373027891471236,91.31417863648132,3.1843190152080973,86.86103623959559,4.957630758100468
18,0.7040971548615537,0.03948362018033895,0.7806847666029872,0.023007949669492878,0.831197215746354,0.07514257176061974,43.79263199230322,19.666447378839138,106.13094099148645,14.561384033019113,89.16042826537985,7.568589469143153,102.90470916678004,11.682615101028247,94.96259849251594,7.197524030332289
19,0.6802906208723652,0.04430548914807319,0.8397391215917768,0.10163254055953581,0.8459876079878313,0.023315184813667674,39.43837485448958,26.102739332339407,110.84960900373157,9.113571596585345,113.97446139994787,14.604130665278127,109.24341273142494,5.734101199929091,112.87228279495098,7.958491619258935
20,0.744797971720572,0.06896598130661867,0.8034133905993325,0.01648339516995456,0.8540889814171527,0.043804936346984194,28.790716499457478,25.201850369789017,107.69659430384878,10.206953323786902,107.10628208251221,10.563229860430807,108.75456734736865,8.546883831088785,108.08875861492925,11.700707141189561
