# Barcode	Count
1	5
10	0
11	0
12	0
13	0
14	0
15	134
16	0
17	0
18	2
19	1
2	0
20	0
21	0
22	0
23	0
24	0
25	0
26	201
27	0
28	54
29	0
3	0
30	0
31	1
32	0
33	1
34	0
35	0
36	0
37	0
38	0
39	1
4	1
40	0
41	0
42	0
43	0
44	0
45	0
46	1
47	1
49	0
5	0
50	2
51	0
52	0
53	0
54	1
55	0
56	0
57	1
58	2
59	1
6	0
60	1
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
7	3
70	1
71	0
72	0
73	28714
74	0
75	0
76	2085
77	0
78	0
79	0
8	0
80	0
81	0
82	1
83	1
84	0
85	2
86	0
87	0
88	1
89	0
9	0
90	0
91	0
92	0
93	0
94	0
95	0
96	1
unmatched	370
total	31590
