# Barcode	Count
1	649
11	1689
12	327
15	1696
16	68
17	5867
19	128
2	4487
20	823
25	245
26	486
27	412
28	2360
3	640
30	332
31	358
32	3720
33	505
36	1453
4	8
43	2598
44	3815
45	1783
46	941
49	354
5	360
50	190
51	1400
53	147
54	87
55	1725
56	1511
57	486
58	847
59	1085
6	4296
61	4353
64	512
65	96
67	148
68	2387
69	4
7	299
74	560
75	2022
76	4
78	131
80	66
81	245
82	171
84	245
85	76
86	139
87	155
88	100
9	978
90	148
93	148
94	280
95	51
unmatched	3172
total	64368
