P0,half_life,a_fit,b_fit
100,12.610860860860862,0.4599584978374768,0.45854836438295254
99,9.36806806806807,0.4599584978374768,0.45854836438295254
90,5.164447781114448,0.4599584978374768,0.45854836438295254
50,2.5221721721721724,0.4599584978374768,0.45854836438295254
20,1.9216549883216552,0.4599584978374768,0.45854836438295254
