time,mean_noAb_rep1,se_noAb_rep1,mean_noAb_rep2,se_noAb_rep2,mean_noAb_rep3,se_noAb_rep3,mean_Ab_rep1,se_Ab_rep1,mean_Ab_rep2,se_Ab_rep2,mean_Ab_rep3,se_Ab_rep3
0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0
2,5.038759689922481,1.067044581487396,8.741258741258742,1.7188182879333471,5.376344086021505,2.40148360595666,5.038759689922481,1.067044581487396,8.741258741258742,1.7188182879333471,5.376344086021505,2.40148360595666
3,9.313725490196077,1.5236495905969905,5.929487179487181,0.6365154035971983,9.722222222222221,2.301056506825622,91.61676646706587,6.463243750615117,83.89261744966443,12.912523144225101,64.70588235294119,7.970595895500298
7,4.0983606557377055,1.0587656711616382,3.264925373134328,0.6323701214439931,4.875,0.7500593726499256,101.88679245283018,26.687715271926756,108.10810810810811,31.729310634718924,84.21052631578948,16.704160015394862
10,5.099009900990099,0.22642752156461357,3.509433962264151,0.3248778638698854,5.480225988700565,1.3050415957845465,86.9158878504673,7.608804455771734,81.37651821862349,8.420600258296712,90.24390243902441,22.04597075627511
15,2.6333333333333337,0.6721772253075988,1.45,0.4088168905512589,0.25581395348837205,0.2059842106057348,20.597014925373134,3.7947453384195873,13.91304347826087,1.8741586838080708,6.984126984126985,1.3095462798540403
20,0.1,,0.1,0.0010556999584409414,0.1,0.0028925695528654216,16.619718309859156,1.0497680168824488,26.050420168067227,1.7134670859393515,4.673076923076923,0.22588246069299023
