condition,tau_rep1,se_rep1,tau_rep2,se_rep2,tau_rep3,se_rep3
LB,1.0384219126604144,0.16086526484280536,1.08902729072772,0.3448192279873492,0.9889397898422048,0.09647779708690565
LB+Ab,8.824549455202597,0.5571277328001006,10.57236813810954,0.6758015232331543,10.230892047192238,0.5825006106656165
invasion,2.895726648830477,0.1333830649876029,5.764728135768438,0.5194025874064869,6.052338259952853,1.9359217549435854
