# Barcode	Count
1	2788
10	0
11	2
12	0
13	2
14	0
15	10365
16	1
17	0
18	1
19	7
2	0
20	0
21	19
22	0
23	0
24	0
25	0
26	56
27	0
28	5
29	7018
3	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	1
39	7
4	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
49	0
5	0
50	15
51	0
52	0
53	0
54	0
55	0
56	2
57	3
58	0
59	0
6	2
60	6
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
7	2
70	5
71	0
72	0
73	2
74	0
75	3
76	3694
77	0
78	1
79	0
8	0
80	0
81	0
82	0
83	7
84	0
85	1
86	0
87	0
88	7
89	0
9	2
90	0
91	0
92	0
93	0
94	0
95	1
96	8
unmatched	297
total	24331
