# Barcode	Count
1	3212
10	129
11	161
12	138
13	176
14	344
15	86
16	143
17	390
18	184
19	113
2	249
20	338
21	113
22	213
23	194
24	209
25	160
26	283
27	322
28	133
29	131
3	271
30	173
31	87
32	6
33	127
34	170
35	136
36	354
37	397
38	338
39	209
4	572
40	141
41	175
42	0
43	167
44	152
45	147
46	273
47	113
49	195
5	143
50	483
51	287
52	187
53	160
54	167
55	138
56	333
57	189
58	134
59	155
6	153
60	133
61	166
62	0
63	115
64	33
65	194
66	206
67	300
68	145
7	202
70	166
71	139
72	220
73	157
74	0
75	232
76	183
77	202
78	115
79	74
8	234
80	286
81	200
82	157
83	195
84	172
85	117
86	0
87	221
88	120
89	181
9	345
90	162
91	238
92	0
93	0
94	0
95	151
96	151
unmatched	977
total	21042
