# Barcode	Count
1	2
10	0
11	8
12	0
13	2
14	0
15	10658
16	33
17	1
18	74
19	30
2	0
20	0
21	11
22	0
23	0
24	0
25	0
26	331
27	0
28	1202
29	2190
3	4
30	83
31	32
32	0
33	0
34	0
35	2
36	0
37	0
38	2
39	78
4	21
40	0
41	0
42	0
43	0
44	3
45	0
46	0
47	4
49	0
5	0
50	85
51	4
52	0
53	2
54	17
55	0
56	29
57	84
58	9
59	0
6	11
60	35
61	18
62	0
63	0
64	0
65	4
66	0
67	0
68	32
7	25
70	5
71	0
72	0
73	1160
74	0
75	5
76	6634
77	27
78	9
79	123
8	1
80	1
81	2
82	6
83	12
84	0
85	29
86	0
87	1
88	105
89	0
9	1
90	0
91	7
92	0
93	0
94	0
95	31
96	22
unmatched	260
total	23567
